,tableId,rowIndex,issue_pri,issue_sec
560,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,561,"Erosion (wind, water)_2",‐‐‐
561,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,562,Subsidence_1,‐‐‐
562,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,563,Vegetation establishment_1,‐‐‐
563,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,564,Subsidence_1,‐‐‐
564,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,565,Subsidence_2,‐‐‐
565,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,566,"Erosion (wind, water)_1",‐‐‐
566,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,567,Subsidence_1,Subsidence_1
567,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,568,"Erosion (wind, water)_1",‐‐‐
568,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,569,Subsidence_1,‐‐‐
569,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,570,Vegetation establishment_1,‐‐‐
570,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,571,‐‐‐,Weed concern_1
571,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,572,‐‐‐,Weed concern_1
572,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,573,"Erosion (wind, water)_1",‐‐‐
573,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,574,Vegetation establishment_1,‐‐‐
574,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,575,Weed concern_1,‐‐‐
575,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,576,Weed concern_1,‐‐‐
576,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,577,"Erosion (wind, water)_1",‐‐‐
577,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,578,Weed concern_2,‐‐‐
578,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,579,Vegetation establishment_1,‐‐‐
579,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,580,Weed concern_1,‐‐‐
580,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,581,Vegetation establishment_2,‐‐‐
581,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,582,Admixing_1,‐‐‐
582,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,583,"Erosion (wind, water)_3",‐‐‐
583,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,584,Crowning_1,‐‐‐
584,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,585,Subsidence_1,‐‐‐
585,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,586,"Erosion (wind, water)_1",‐‐‐
586,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,587,Weed concern_3,‐‐‐
587,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,588,Vegetation establishment_1,‐‐‐
588,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,589,ESC,ESC
589,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,590,Weed concern_2,‐‐‐
590,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,591,Subsidence_2,‐‐‐
591,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,592,"Erosion (wind, water)_1",‐‐‐
592,3e1c53b4-5c01-46e2-bd72-5a338b5852f9,593,Subsidence_1,‐‐‐
