Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
36,NW 4-28-8,498.9 to 499.0,866.01 866.99 866,Vegetation - Weeds,--,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,Weeds swathed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
36,NW 4-28-8,498.9 to 498.95,866,Wetland Class Overall: IV Wetland Class on construction right-of-way: III 2008 Health: healthy (91%),"Health: healthy with problems (60%). Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Large construction right-of-way relative to size of wetland.",Health: Healthy (81%),--,Resolved,None.,,W3M,
36,NE 4-28-8,499.0 to 499.6,867,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36,NE 4-28-8,499.3,867,Soils - Erosion,Rill erosion observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired by landowner in 2010.,Resolved,None.,,W3M,
36,NE 4-28-8,499.4 to 499.5,867,Soils - Subsidence,--,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair subsidence and monitor in 2012.,,W3M,
36,NE 4-28-8,499.6 to 499.9,867,Soils - Admixing,Minor admixing and reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36,NW 3-28-8,499.9 to 500.0,868,Soils - Subsidence,--,Moderate subsidence observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair subsidence and monitor in 2012.,,W3M,
36,SE 3-28-8,501.3 to 501.6,870,Vegetation - Weeds,Moderate density of kochia observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Resolved,None.,,W3M,
36,NE 35-27-8,503.2,873,Soils - Erosion,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired in 2010.,Resolved,None.,,W3M,
36,NW 36-27-8,503.4 to 504.2,874,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of kochia observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
36,NW 36-27-8,503.4 to 504.3,874,Slopes on west side of South Saskatchewan River,Identified during spring overflight. Gully erosion observed from 503.9 to 504.1 on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36 (cont’d),NW 36-27-8 (cont’d),503.7 to 503.8,874,Vegetation – Crop Growth,--,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor in 2012.,,W3M,
36,NE 36-27-8 and NW 31-27-7,504.3 to 505.1,875 876,Topography – Slopes Soils – Erosion,Rill erosion at KP 504.3 observed on construction right-of-way during ground reconnaissance,No issues observed on construction right-of-way during ground reconnaissance.,Erosion repaired in summer 2011.,Resolved,None.,,W3M,
36,NE 36-27-8 and NW 31-27-7,504.3 to 505.1,875 876,Topography – Slopes Vegetation - Weeds,"Moderate density of kochia, lamb's-quarters and Russian thistle on construction right-of-way.","Moderate density of creeping thistle, nodding thistle, gumweed and common peppergrass observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
36,NW 31-27-7,505.2,876,Soils - Subsidence,Identified during spring overflight. Moderate subsidence at HDD entry point observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36,NW 31-27-7,505.2,876,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36,SE 31-27-7,506.5 to 506.7,878,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
36,SE 31-27-7,506.5 to 506.7,878,Topography - Slopes Soils - Erosion,Rill erosion and damaged silt fencing at KP 506.5 on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
36,SE 31-27-7,506.5 to 506.7,878,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor grass growth in 2012.,,W3M,
36 to 37,SW 32-27-7,506.7 to 507.7,879,Vegetation - Weeds,"Moderate density of nodding thistle, lamb's-quarters and black medick observed on construction right-of-way during ground reconnaissance.","Moderate density of nodding thistle, annual sow-thistle and gumweed observed on construction right-of-way during ground reconnaissance.",Weeds mowed in 2010 and 2011.,Unresolved,Monitor in 2012.,,W3M,
37,SE 32-27-7,507.8 to 508.1,880 880.01 880.02 880.03,Vegetation - Weeds,"Moderate density of nodding thistle, lamb's-quarters and black medick observed on construction right-of-way during ground reconnaissance.",High density of nodding thistle and gumweed observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010 and 2011.,Unresolved,Monitor in 2012.,,W3M,
37,NE 29-27-7,508.1,881,Vegetation - Weeds,"Moderate density of nodding thistle, spear-leaved goosefoot and black medick observed on construction right-of-way during ground reconnaissance.",High density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010 and 2011.,Unresolved,Monitor in 2012.,,W3M,
37,NW 28-27-7,508.6 to 508.8,882,Vegetation - Weeds,--,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed and sprayed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
37,NE 28-27-7,509.5,883 883.01,Water Quality and Quantity Irrigation Canal (Drains into South Saskatchewan River),Poor vegetation establishment on bore pad on construction right-of-way.,Moderate vegetation establishment observed on bore pad on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor grass growth in 2012.,,W3M,
37,NE 28-27-7,509.5 to 509.7,882,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
37,NE 28-27-7,509.5 to 509.7,882,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
37,SE 28-27-7,509.7 to 510.5,884,Vegetation - Weeds,"Moderate density of nodding thistle, flixweed and lamb's-quarters observed on construction right-of-way during ground reconnaissance.","Moderate density of nodding thistle, flixweed and gumweed observed on construction right-of-way during ground reconnaissance.",Weeds mowed in 2010 and 2011.,Unresolved,Monitor in 2012.,,W3M,
37,SW 27-27-7,510.5 to 511.4,885,Soils - Rutting,Rutting due to pivot irrigation on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
37,SW 27-27-7,510.5 to 510.7,885,Vegetation - Weeds,"Moderate density of nodding thistle, foxtail barley and lamb's-quarters observed on construction right-of-way during ground reconnaissance.","High density of nodding thistle, foxtail barley and gumweed observed on construction right-of-way during ground reconnaissance.",Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
37,SW 27-27-7,510.5 to 511.3,885,Soils - Wind Erosion,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
37,SW 27-27-7,510.7 to 511.3,885,Soils - Compaction,Moderate compaction and reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
37,NW 22-27-7,511.3 to 511.4,886,Vegetation - Weeds,Moderate density of lamb's-quarters and spear-leaved goosefoot on construction right-of-way.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
37,NW 22-27-7 to NE 22-27-7,511.45,886 887,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,W3M,
37,NE 22-27-7,511.45 to 511.7,887,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
37,NW 23-27-7,512.4,888 888.01,IWater Quality and Quantity rrigation Canal (Drains into South Saskatchewan River),Straw bales from construction present at KP 512.4 on construction right-of-way at time of ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Straw bales removed in 2010.,Resolved,None.,,W3M,
37 (cont’d),NW 23-27-7 (cont’d),512.5 to 512.8,888 888.01,Soils - Rutting,Rutting due to farming activities and wet conditions observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Rutting repaired by landowner in 2010.,Resolved,None.,,W3M,
37 (cont’d),NW 23-27-7 (cont’d),512.9,888.01,Vegetation – Crop Growth,--,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Monitor crop growth in 2012.,,W3M,
37,NW 13-27-7,514.6 to 514.9,2394,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
37,SW 18-27-6,516.2 to 517.1,2396,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Course fragments repaired in 2010.,Resolved,None.,,W3M,
37,SW 18-27-6,517.1,2396,Vegetation - Weeds,Issue reported by construction contractor.,High density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
37,SE 18-27-6,517.15,2397,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
37,SE 18-27-6,517.2,2397,UTopography – Slopes Soils – Erosion Water Quality and Quantity nnamed Creek (Tributary to South Saskatchewan River),Silt fencing damaged on southeast bank.,No issues observed on construction right-of-way during ground reconnaissance.,Silt fence removed in summer 2011.,Resolved,None.,,W3M,
37,NE 7-27-6,517.9,2398,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
37,SW 9-27-6,520.0 to 520.2,2401,Vegetation - Weeds,--,Moderate density of nodding thistle observed on construction right-of-way by Environmental Inspector.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
38,SE 35-26-6,525.7 to 525.76,2410,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: no baseline assessment completed,"Health: unhealthy (38%). Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Landowner has cultivated wetland edge.",Health: Healthy with Problems (69%) Wetland is considered Resolved based on comparison with wetland condition immediately off construction right-of-way,--,Resolved,None.,,W3M,
38,NW 25-26-6,527.0,2412,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
38,NE 25-26-6,527.1 to 527.6,2412.01,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
38 (cont’d),NE 25-26-6 (cont’d),528.0 to 528.2,2412.01,Vegetation - Weeds,"High density of foxtail barley, prickly lettuce and kochia observed on construction right-of-way during ground reconnaissance.","High density of foxtail barley, prickly lettuce and nodding thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
38 (cont’d),NE 25-26-6 (cont’d),528.2,2412.01,Soils - Subsidence,Sinkhole at edge of road observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,SE 30-26-5,529.7,2415,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,NW 20-26-5,530.15,2417,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,NW 20-26-5,530.15,2417,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of foxtail barley and flixweed observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
38,SE 20-26-5,531.6,2419,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,SE 20-26-5,531.8 to 531.97,2419,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy (93%),Health: healthy with problems (68%). Weeds: none observed Elevated trench crown (approx. 50 cm). Riparian: north edge of riparian vegetation has been cleared. Wetland is small relative to construction right-of-way size.,"Health: Healthy with Problems (61%) Weeds: creeping thistle, prickly lettuce, annual sow-thistle  Trench crown present (appr. 50 cm in height)  Disturbance and weedy species observed along construction right-of-way Landowner has cultivated wetland margins",--,Unresolved,Monitor in 2012.,,W3M,
38,SW 21-26-5,532.1 and 532.6,2420,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
38,NW 16-26,532.9 to 532.94,2421,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy (88%),"Health: healthy with problems (61%). Groundwater seep on south side of construction right-of-way. Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Riparian: woody vegetation removed.",Health: Healthy (80%),--,Resolved,None.,,W3M,
38,SW 15-26-5,534.6 and 534.9,2424,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,SE 15-26-5,535.3,2424.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,NE 10-26-5,535.65 to 535.9,2425,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
38,NW 11-26-5,536.0 to 536.5,2426 2426.01 2426.99,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
38,NW 11-26-5,536.7,2426 2426.01 2426.99,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
39,E1/2 11-26-5,537.0 to 538.0,2427 2427.01,Soils - Admixing and Rutting,Intermittent rutting on construction right-of-way. No admixing observed on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,Rutting repaired in 2010.,Resolved,None.,,W3M,
39,NE 11-26-5 to SE 11-26-5,"537.0, 537.6 and 537.8",2427 2427.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
39,NE 2-26-5,538.0,2427.02,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of annual sow-thistle and foxtail barley observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
39,NW 1-26-5,538.3 to 538.5,2429,Vegetation - Weeds,"Moderate density of lamb's-quarters, perennial sow-thistle and kochia observed on construction right-of-way during ground reconnaissance.","Moderate density of narrow-leaved hawk's-beard, foxtail barley and creeping thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
39,NE 1-26-5,539.5 to 539.55,2430,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy (81%),"Health: unhealthy (21%).  Weeds: creeping thistle, perennial sow-thistle. Potential slumping on construction right-of-way. Bare ground on construction right-of-way. Ponding water on south side of wetland. Erosion (10%). Rutting (10%).","Health: Healthy with Problems (68%) Weeds: creeping thistle, annual sow-thistle, stinging nettle, prickly lettuce Trench crown present (appr. 10 cm in height)  Disturbance and weedy species observed along construction right-of-way",--,Unresolved,Monitor in 2012.,,W3M,
39 (cont’d),NE 1-26-5 (cont’d),539.6 to 539.7,2430,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy (89%),"Health: unhealthy (21%).  Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Riparian: woody vegetation removed. Bare ground on construction right-of-way. Elevated trench crown (approx. 30-45 cm). Ponding water on south side of wetland. Ponding water on south side of wetland.",Health: Healthy (81%),--,Resolved,None.,,W3M,
39 (cont’d),NE 1-26-5 (cont’d),539.8 to 539.9,2430,Vegetation - Weeds,--,High density of weeds observed and sprayed on construction right-of-way by Environmental Inspector.,Weeds sprayed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
39,SW 6-26-4,540.0 to 540.1,2431,Vegetation - Weeds,--,High density of weeds observed and sprayed on construction right-of-way by Environmental Inspector.,Weeds sprayed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
39,SW 6-26-4,540.2 to 540.9,2432,Vegetation - Weeds,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Resolved,None.,,W3M,
39,SW 6-26-4,540.80 to 540.87,2432,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy with problems (72%),"Health: unhealthy (42%). Weeds: creeping thistle, perennial sow-thistle. Undesirable species on construction right-of-way. Slight rilling and pooling along construction right-of-way.",Environmental Inspector noted nodding thistle at site in fall 2011. Health: Healthy with Problems (70%),Weeds sprayed in summer 2011.,Resolved,None.,,W3M,
39,SE 6-26-4,541.3 to 541.5,2433,Vegetation - Weeds,--,High density of nodding thistle observed and mowed/sprayed on construction right-of-way by Environmental Inspector.,Weeds sprayed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
39,NE 31-25-4,541.6 to 541.9,2434,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
39,NW 32-25-4,541.9 to 542.9,2435,Soils - Rutting,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Rutting repaired in 2010.,Resolved,None.,,W3M,
39,NW 32-25-4,542.05,2435,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
39,SW 33-25-4,544.1,2438,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
39,NE 28-25-4,544.8 to 545.8,2439,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
39,SW 27-25-4 to SE 27-25-4,546.0 to 547.5,2440 to 2440.03,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
39,NW 23-25-4,548.50 to 548.58,2442,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy with problems (75%),"Health: unhealthy (44%).  Weeds: creeping thistle, perennial sow-thistle. Undesirable species on construction right-of-way. Dugout to south of wetland.",Environmental Inspector noted nodding thistle at site in fall 2011. Health: Healthy with Problems (68%),--,Resolved,None.,,W3M,
39,SW 24-25-4,550.3 to 550.5,2443,Vegetation - Weeds Land and Resource Use - organic farm,"Moderate density of nodding thistle, creeping thistle and perennial sow-thistle on construction right-of-way.","Moderate density of nodding thistle, creeping thistle and perennial sow-thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow non-chemical weed control plan and monitor in 2012.,,W3M,
40,N1/2 8-25-3,554.0 to 555.0,2447.01 2447.02 2447.99,Vegetation - Weeds,Issue reported by construction contractor.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SW 9-25-3,555.5 to 556.35,2449,Vegetation - Weeds,Issue reported by construction contractor.,"Moderate density of kochia, Russian thistle and lamb's-quarters observed on construction right-of-way during ground reconnaissance.",Weeds controlled in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
40,SW 9-25-3,555.5,2449,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
40,NE 4-25-3,557.2 to 557.4,2451,Vegetation - Weeds,--,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds sprayed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SE 3-25-3,558.4 to 559.4,2453.04,Vegetation - Weeds,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Weeds controlled in 2010.,Resolved,None.,,W3M,
40,NE 34-24-3,559.4,2454,Vegetation - Weeds,Moderate density of nodding thistle and lamb's-quarters on construction right-of-way.,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
40,NW 35-24-3,559.5 to 559.8,2455,Vegetation - Weeds,Moderate density of nodding thistle and kochia observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in 2010.,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
40,NE 35-24-3,560.4,2456,Vegetation - Rare Plants,Plants not located.,One plant in fruit found.,--,Unresolved,Monitor in 2012.,,W3M,
40 (cont’d),NE 35-24-3 (cont’d),560.4 to 560.8,2456,Vegetation - Weeds,Moderate density of lamb's-quarters and tumbling mustard observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SE 35-24-3,560.8 to 561.3,2456.01,Vegetation - Weeds,Moderate density of lamb's-quarters and nodding thistle on construction right-of-way.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SW 36-24-3,561.3 to 561.5,2457,Vegetation - Weeds,Moderate density of lamb's-quarters and common peppergrass observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SW 36-24-3,561.6 to 561.64,2457,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: no baseline assessment completed,Health: healthy with problems (79%).  Weeds: none observed Bare ground on construction right-of-way due to salt (alkali). Small amount of water ponding on construction right-of-way.,"Health: Healthy (83%) No baseline assessment was completed, however, this wetland is determined to be Resolved because the post-construction health ranking was in the optimal Healthy category",--,Resolved,None.,,W3M,
40,NE 25-24-3,563.2 to 563.3,2459,Vegetation - Weeds,Moderate density of nodding thistle and flixweed observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,NW 30-24-2,563.3 to 563.8,2460,Vegetation - Weeds,Moderate density of Russian thistle and flixweed observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SW 30-24-2,564.1 to 564.3,2461,Vegetation - Weeds,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,SE 30-24-2,564.3 to 565.2,2462,Vegetation - Weeds,Moderate density of nodding thistle and flixweed on construction right-of-way.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,NE 19-24-2,565.2 to 565.4,2463,Vegetation - Weeds,Moderate density of nodding thistle and flixweed observed on construction right-of-way during ground reconnaissance.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
40,NW 20-24-2,565.4 to 566.3,2464 2465,Vegetation - Weeds,Moderate density of nodding thistle and lamb's-quarters on construction right-of-way.,High density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
41,SE 20-24-2,567.3,2467,Vegetation - Weeds,Moderate density of leafy spurge and lamb's-quarters on construction right-of-way.,Moderate density of sweet clover and leafy spurge observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
41,SW 21-24-2,567.4,2468,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,W3M,
41,SW 21-24-2,567.4,2468,Vegetation - Weeds,--,Moderate density of sweet clover and nodding thistle observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,W3M,
41,SW 15-24-2 to SW 33-23-1,569.5 to 579.4,2471  to 2484,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
41,SW 6-24-1 to NE 31-23-1,575.3 to 577.2,2479 2480 2481,Vegetation - Weeds,Moderate density of nodding thistle on construction right-of-way.,High density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
41,NW 32-23-1,577.2,2482,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,W3M,
42,NE 22-23-1,582.5 and 583.1,2489,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,W3M,
42,NW 23-23-1,583.6,2490,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired by landowner in 2010.,Resolved,None.,,W3M,
42,SE 13-23-1,586.4 to 586.9,2493.01 2493.02,Soils - Erosion,Rill erosion at KP 586.4 on construction right-of-way.,Rill erosion observed on slopes on construction right-of-way during ground reconnaissance.,Erosion repaired in 2010.,Unresolved,Repair erosion and monitor in 2012.,,W3M,
42,SE 13-23-1,586.4 to 586.9,2493.01 2493.02,Vegetation – Establishment,Poor vegetation establishment at KP 586.5 on construction right-of-way.,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Reseed and monitor in 2012.,,W3M,
42,SE 13-23-1,586.4 to 586.9,2493.01 2493.02,Vegetation - Weeds,--,Moderate density of nodding thistle observed on construction right-of-way during ground reconnaissance.,Weeds mowed in summer 2011.,Unresolved,Monitor in 2012.,,W3M,
