,pdfId,pdfName,pdfURL,pdfSubmitter,ApplicationTitle,ApplicationTitleShort,ApplicationLink
77,786948,A2L7R9 - 2012-01-31 - Keystone Year 1 Post Construction Environmental Monitoring Report,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/786948,TransCanada Keystone Pipeline GP Ltd.,2007-11-23 - Application for the Cushing Expansion (OH-1-2008),Application for the Cushing Expansion ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/486602
78,786964,A2L7S9 - Second Year Post-Construction Environmental Monitoring Report pursuant to condition 6 of Order XG-W102-04-2009,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/786964,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (""Westcoast"")",2009-04-21 - Application for the North Maxhamish Loop Project,Application for the North Maxhamish Loop Project,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/554349
79,807169,A2S0J6 - NGTL Doe Creek Lateral Loop_PCMP 1st Year Monitoring_April 2012,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/807169,NOVA Gas Transmission Ltd.,2010-03-09 – Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/605009
80,807172,A2S0J7 - Henderson Creek Lateral Loop No 3 PCMP Report Part 1 of 4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/807172,NOVA Gas Transmission Ltd.,2010-03-09 – Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/605009
81,807181,A2S0K0 - Henderson Creek Lateral Loop No 3 PCMP Report Part 4 of 4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/807181,NOVA Gas Transmission Ltd.,2010-03-09 – Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,Application for the Doe Creek Lateral Loop and Henderson Creek Lateral Loop No. 3,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/605009
82,807339,A2S0X0 - Final Post Construction Environmental Monitoring Report for Saddle Hills Pipeline Loop,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/807339,ARC Resources Ltd.,2008-04-11 - Preliminary Information to construct  the Saddle Hills Pipeline Loop,Preliminary Information to construct  the Saddle Hills Pipeline Loop,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/506603
83,807947,A2S1R3 - Bear River West Lateral Loop - First Year Post-Construction Monitoring Report,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/807947,NOVA Gas Transmission Ltd.,2010-05-07 - Application for the Bear River West Lateral Loop,Application for the Bear River West Lateral Loop,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/618920
84,877194,A3C6L8 - Horn River PCMP Report - Part 1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/877194,NOVA Gas Transmission Ltd.,2010-02-19 – Application for the Horn River Project (GH-2-2010),Application for the Horn River Project ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601085
85,877517,A3C6Q4 - Horn River PCMP Report - Part 7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/877517,NOVA Gas Transmission Ltd.,2010-02-19 – Application for the Horn River Project (GH-2-2010),Application for the Horn River Project ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/601085
86,905316,A3E8G5 - 8154_2012_AnchorLoop_ PCM_NEB_Pt05of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905316,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
87,905319,A3E8G6 - 8154_2012_AnchorLoop_ PCM_NEB_Pt06of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905319,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
88,905322,A3E8G7 - 8154_2012_AnchorLoop_ PCM_NEB_Pt07of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905322,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
89,905732,A3E8G8 - 8154_2012_AnchorLoop_ PCM_NEB_Pt08of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905732,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
90,905735,A3E8G9 - 8154_2012_AnchorLoop_ PCM_NEB_Pt09of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905735,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
91,905931,A3E8G1 - 8154_2012_AnchorLoop_ PCM_NEB_Pt01of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905931,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
92,905937,A3E8H0 - 8154_2012_AnchorLoop_ PCM_NEB_Pt10of21,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/905937,Trans Mountain Pipeline ULC,2006-02-17 - Application for the TMX - Anchor Loop Project  (OH-1-2006),Application for the TMX - Anchor Loop Project  ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/399196
93,911947,A3F0D9 - 2013-01-29 Keystone Year 2 Environmental Monitoring Report,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/911947,TransCanada Keystone Pipeline GP Ltd.,2007-11-23 - Application for the Cushing Expansion (OH-1-2008),Application for the Cushing Expansion ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/486602
94,911956,A3F0E3 - 2013-01-29 Keystone Year 3 Environmental Monitoring Report,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/911956,TransCanada Keystone Pipeline GP Ltd.,2006-12-12 - Application for the Keystone Pipeline (OH-1-2007),Application for the Keystone Pipeline ,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/446070
95,912073,A3F0I0 - First Year Post-construction Environmental Monitoring Report pursuant to condition 5 of XG-W102-10-2010,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/912073,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (""Westcoast"")",2010-02-01 - Application for South Maxhamish Loop Project,Application for South Maxhamish Loop Project,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/593411
96,912394,A3F0J3 - Third Year Supplemental Report pursuant to condition 6 of XG-W102-04-2009,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/912394,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission (""Westcoast"")",2009-04-21 - Application for the North Maxhamish Loop Project,Application for the North Maxhamish Loop Project,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/554349
